comment_start,endline,file,comment_outer_start,method,startline,comment,comment_outer_satd,body,comment_inner_satd
154,182,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,156,testNextSecureLong,157, test dispersion and failure modes for nextSecureLong() ,,"{
    try {
        long x = randomData.nextSecureLong(4, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Freq freq = new Freq();
    long value = 0;
    for (int i = 0; i < smallSampleSize; i++) {
        value = randomData.nextSecureLong(0, 3);
        assertTrue(""nextInt range"", (value >= 0) && (value <= 3));
        freq.addValue(value);
    }
    double[] observed = new double[4];
    for (int i = 0; i < 4; i++) {
        String iString = new Integer(i).toString();
        observed[i] = freq.getCount(iString);
    }
    /* Use ChiSquare dist with df = 4-1 = 3, alpha = .001
         * Change to 11.34 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 16.27);
}",
181,210,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,184,testNextSecureInt,185, test dispersion and failure modes for nextSecureInt() ,,"{
    try {
        long x = randomData.nextSecureInt(4, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Freq freq = new Freq();
    int value = 0;
    for (int i = 0; i < smallSampleSize; i++) {
        value = randomData.nextSecureInt(0, 3);
        assertTrue(""nextInt range"", (value >= 0) && (value <= 3));
        freq.addValue(value);
    }
    double[] observed = new double[4];
    for (int i = 0; i < 4; i++) {
        String iString = new Integer(i).toString();
        observed[i] = freq.getCount(iString);
    }
    /* Use ChiSquare dist with df = 4-1 = 3, alpha = .001
         * Change to 11.34 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 16.27);
}",
209,253,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,212,testNextPoisson,218," 
     * Make sure that empirical distribution of random Poisson(4)'s 
     * has P(X <= 5) close to actual cumulative Poisson probablity
     * and that nextPoisson fails when mean is non-positive
     * TODO: replace with statistical test, adding test stat to TestStatistic
     ","216_     * TODO: replace with statistical test, adding test stat to TestStatistic
","{
    try {
        long x = randomData.nextPoisson(0);
        fail(""zero mean -- expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Freq f = new Freq();
    long v = 0;
    for (int i = 0; i < largeSampleSize; i++) {
        try {
            f.addValue(randomData.nextPoisson(4.0d));
        } catch (Exception ex) {
            fail(ex.getMessage());
        }
    }
    long cumFreq = f.getCount(""0"") + f.getCount(""1"") + f.getCount(""2"") + f.getCount(""3"") + f.getCount(""4"") + f.getCount(""5"");
    long sumFreq = f.getSumFreq();
    double cumPct = new Double(cumFreq).doubleValue() / new Double(sumFreq).doubleValue();
    assertEquals(""cum Poisson(4)"", cumPct, 0.7851, 0.2);
    try {
        long x = randomData.nextPoisson(-1);
        fail(""negative mean supplied -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        long x = randomData.nextPoisson(0);
        fail(""0 mean supplied -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
226,307,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,255,testNextHex,256, test dispersion and failute modes for nextHex() ,,"{
    try {
        String x = randomData.nextHexString(-1);
        fail(""negative length supplied -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        String x = randomData.nextHexString(0);
        fail(""zero length supplied -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    String hexString = randomData.nextHexString(3);
    if (hexString.length() != 3) {
        fail(""incorrect length for generated string"");
    }
    hexString = randomData.nextHexString(1);
    if (hexString.length() != 1) {
        fail(""incorrect length for generated string"");
    }
    try {
        hexString = randomData.nextHexString(0);
        fail(""zero length requested -- expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    if (hexString.length() != 1) {
        fail(""incorrect length for generated string"");
    }
    Freq f = new Freq();
    for (int i = 0; i < smallSampleSize; i++) {
        hexString = randomData.nextHexString(100);
        if (hexString.length() != 100) {
            fail(""incorrect length for generated string"");
        }
        for (int j = 0; j < hexString.length(); j++) {
            f.addValue(hexString.substring(j, j + 1));
        }
    }
    double[] expected = new double[16];
    double[] observed = new double[16];
    for (int i = 0; i < 16; i++) {
        expected[i] = (double) smallSampleSize * 100 / (double) 16;
        observed[i] = f.getCount(hex[i]);
    }
    /* Use ChiSquare dist with df = 16-1 = 15, alpha = .001
         * Change to 30.58 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 37.70);
}",
1,361,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,309,testNextSecureHex,310, test dispersion and failute modes for nextHex() ,,"{
    try {
        String x = randomData.nextSecureHexString(-1);
        fail(""negative length -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        String x = randomData.nextSecureHexString(0);
        fail(""zero length -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    String hexString = randomData.nextSecureHexString(3);
    if (hexString.length() != 3) {
        fail(""incorrect length for generated string"");
    }
    hexString = randomData.nextSecureHexString(1);
    if (hexString.length() != 1) {
        fail(""incorrect length for generated string"");
    }
    try {
        hexString = randomData.nextSecureHexString(0);
        fail(""zero length requested -- expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    if (hexString.length() != 1) {
        fail(""incorrect length for generated string"");
    }
    Freq f = new Freq();
    for (int i = 0; i < smallSampleSize; i++) {
        hexString = randomData.nextSecureHexString(100);
        if (hexString.length() != 100) {
            fail(""incorrect length for generated string"");
        }
        for (int j = 0; j < hexString.length(); j++) {
            f.addValue(hexString.substring(j, j + 1));
        }
    }
    double[] expected = new double[16];
    double[] observed = new double[16];
    for (int i = 0; i < 16; i++) {
        expected[i] = (double) smallSampleSize * 100 / (double) 16;
        observed[i] = f.getCount(hex[i]);
    }
    /* Use ChiSquare dist with df = 16-1 = 15, alpha = .001
         * Change to 30.58 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 37.70);
}",
1,399,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,363,testNextUniform,364, test failure modes and dispersion of nextUniform() ,,"{
    try {
        double x = randomData.nextUniform(4, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = randomData.nextUniform(3, 3);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    double[] expected = new double[] { 500, 500 };
    double[] observed = new double[] { 0, 0 };
    double lower = -1d;
    double upper = 20d;
    double midpoint = (lower + upper) / 2d;
    double result = 0;
    for (int i = 0; i < 1000; i++) {
        result = randomData.nextUniform(lower, upper);
        if ((result == lower) || (result == upper)) {
            fail(""generated value equal to an endpoint: "" + result);
        }
        if (result < midpoint) {
            observed[0]++;
        } else {
            observed[1]++;
        }
    }
    /* Use ChiSquare dist with df = 2-1 = 1, alpha = .001
         * Change to 6.64 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 10.83);
}",
1,420,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,401,testNextGaussian,402, test failure modes and distribution of nextGaussian() ,,"{
    try {
        double x = randomData.nextGaussian(0, 0);
        fail(""zero sigma -- IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    Univariate u = new UnivariateImpl();
    for (int i = 0; i < largeSampleSize; i++) {
        u.addValue(randomData.nextGaussian(0, 1));
    }
    double xbar = u.getMean();
    double s = u.getStandardDeviation();
    double n = (double) u.getN();
    /* t-test at .001-level TODO: replace with externalized t-test, with
         * test statistic defined in TestStatistic
         */
    assertTrue(Math.abs(xbar) / (s / Math.sqrt(n)) < 3.29);
}","416_    /* t-test at .001-level TODO: replace with externalized t-test, with
"
1,444,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,422,testNextExponential,423, test failure modes and distribution of nextExponential() ,,"{
    try {
        double x = randomData.nextExponential(-1);
        fail(""negative mean -- expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    assertEquals(""0 mean"", 0, randomData.nextExponential(0), 10E-8);
    long cumFreq = 0;
    double v = 0;
    for (int i = 0; i < largeSampleSize; i++) {
        v = randomData.nextExponential(1);
        assertTrue(""exponential deviate postive"", v > 0);
        if (v < 2)
            cumFreq++;
    }
    /* TODO: Replace with a statistical test, with statistic added to
         * TestStatistic.  Check below compares observed cumulative distribution
         * evaluated at 2 with exponential CDF 
         */
    assertEquals(""exponential cumulative distribution"", (double) cumFreq / (double) largeSampleSize, 0.8646647167633873, .2);
}","439_    /* TODO: Replace with a statistical test, with statistic added to
"
1,498,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,446,testConfig,447," test reseeding, algorithm/provider games ",,"{
    randomData.reSeed(1000);
    double v = randomData.nextUniform(0, 1);
    randomData.reSeed();
    assertTrue(""different seeds"", Math.abs(v - randomData.nextUniform(0, 1)) > 10E-12);
    randomData.reSeed(1000);
    assertEquals(""same seeds"", v, randomData.nextUniform(0, 1), 10E-12);
    randomData.reSeedSecure(1000);
    String hex = randomData.nextSecureHexString(40);
    randomData.reSeedSecure();
    assertTrue(""different seeds"", !hex.equals(randomData.nextSecureHexString(40)));
    randomData.reSeedSecure(1000);
    assertTrue(""same seeds"", !hex.equals(randomData.nextSecureHexString(40)));
    /* remove this test back soon,
         * since it takes about 4 seconds */
    randomData.setSecureAlgorithm(""SHA1PRNG"", ""SUN"");
    assertTrue(""different seeds"", !hex.equals(randomData.nextSecureHexString(40)));
    try {
        randomData.setSecureAlgorithm(""NOSUCHTHING"", ""SUN"");
        fail(""expecting NoSuchAlgorithmException"");
    } catch (NoSuchAlgorithmException ex) {
        ;
    }
    try {
        randomData.setSecureAlgorithm(""SHA1PRNG"", ""NOSUCHPROVIDER"");
        fail(""expecting NoSuchProviderException"");
    } catch (NoSuchProviderException ex) {
        ;
    }
    // test reseeding without first using the generators
    RandomDataImpl rd = new RandomDataImpl();
    rd.reSeed(100);
    double ret = rd.nextLong(1, 2);
    RandomDataImpl rd2 = new RandomDataImpl();
    rd2.reSeedSecure(2000);
    ret = rd2.nextSecureLong(1, 2);
    rd = new RandomDataImpl();
    rd.reSeed();
    ret = rd.nextLong(1, 2);
    rd2 = new RandomDataImpl();
    rd2.reSeedSecure();
    ret = rd2.nextSecureLong(1, 2);
}",
1,556,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,500,testNextSample,501, tests for nextSample() sampling from Collection ,,"{
    Object[][] c = { { ""0"", ""1"" }, { ""0"", ""2"" }, { ""0"", ""3"" }, { ""0"", ""4"" }, { ""1"", ""2"" }, { ""1"", ""3"" }, { ""1"", ""4"" }, { ""2"", ""3"" }, { ""2"", ""4"" }, { ""3"", ""4"" } };
    double[] observed = { 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 };
    double[] expected = { 100, 100, 100, 100, 100, 100, 100, 100, 100, 100 };
    // {0,1,2,3,4}
    HashSet cPop = new HashSet();
    for (int i = 0; i < 5; i++) {
        cPop.add(Integer.toString(i));
    }
    // 2-sets from 5
    Object[] sets = new Object[10];
    for (int i = 0; i < 10; i++) {
        HashSet hs = new HashSet();
        hs.add(c[i][0]);
        hs.add(c[i][1]);
        sets[i] = hs;
    }
    for (int i = 0; i < 1000; i++) {
        Object[] cSamp = randomData.nextSample(cPop, 2);
        observed[findSample(sets, cSamp)]++;
    }
    /* Use ChiSquare dist with df = 10-1 = 9, alpha = .001
         * Change to 21.67 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 27.88);
    // Make sure sample of size = size of collection returns same collection
    HashSet hs = new HashSet();
    hs.add(""one"");
    Object[] one = randomData.nextSample(hs, 1);
    String oneString = (String) one[0];
    if ((one.length != 1) || !oneString.equals(""one"")) {
        fail(""bad sample for set size = 1, sample size = 1"");
    }
    // Make sure we fail for sample size > collection size
    try {
        one = randomData.nextSample(hs, 2);
        fail(""sample size > set size, expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    // Make sure we fail for empty collection
    try {
        hs = new HashSet();
        one = randomData.nextSample(hs, 0);
        fail(""n = k = 0, expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
1,572,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,,findSample,558,,,"{
    int result = -1;
    for (int i = 0; i < u.length; i++) {
        HashSet set = (HashSet) u[i];
        HashSet sampSet = new HashSet();
        for (int j = 0; j < samp.length; j++) {
            sampSet.add(samp[j]);
        }
        if (set.equals(sampSet)) {
            return i;
        }
    }
    fail(""sample not found:{"" + samp[0] + "","" + samp[1] + ""}"");
    return -1;
}",
1,615,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,574,testNextPermutation,575, tests for nextPermutation ,,"{
    int[][] p = { { 0, 1, 2 }, { 0, 2, 1 }, { 1, 0, 2 }, { 1, 2, 0 }, { 2, 0, 1 }, { 2, 1, 0 } };
    double[] observed = { 0, 0, 0, 0, 0, 0 };
    double[] expected = { 100, 100, 100, 100, 100, 100 };
    for (int i = 0; i < 600; i++) {
        int[] perm = randomData.nextPermutation(3, 3);
        observed[findPerm(p, perm)]++;
    }
    /* Use ChiSquare dist with df = 6-1 = 5, alpha = .001
         * Change to 15.09 for alpha = .01
         */
    assertTrue(""chi-square test -- will fail about 1 in 1000 times"", testStatistic.chiSquare(expected, observed) < 20.52);
    // Check size = 1 boundary case
    int[] perm = randomData.nextPermutation(1, 1);
    if ((perm.length != 1) || (perm[0] != 0)) {
        fail(""bad permutation for n = 1, sample k = 1"");
        // Make sure we fail for k size > n
        try {
            perm = randomData.nextPermutation(2, 3);
            fail(""permutation k > n, expecting IllegalArgumentException"");
        } catch (IllegalArgumentException ex) {
            ;
        }
        // Make sure we fail for n = 0
        try {
            perm = randomData.nextPermutation(0, 0);
            fail(""permutation k = n = 0, expecting IllegalArgumentException"");
        } catch (IllegalArgumentException ex) {
            ;
        }
    }
}",
1,632,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RandomDataTest.java,,findPerm,617,,,"{
    int result = -1;
    for (int i = 0; i < p.length; i++) {
        boolean good = true;
        for (int j = 0; j < samp.length; j++) {
            if (samp[j] != p[i][j]) {
                good = false;
            }
        }
        if (good) {
            return i;
        }
    }
    fail(""permutation not found"");
    return -1;
}",
1,72,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,MathUtilsTest,70,,,"{
    super(name);
}",
1,75,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,setUp,74,,,"{
}",
1,81,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,suite,77,,,"{
    TestSuite suite = new TestSuite(MathUtilsTest.class);
    suite.setName(""MathUtils Tests"");
    return suite;
}",
1,114,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testBinomialCoefficient,83,,,"{
    long[] bcoef5 = { 1, 5, 10, 10, 5, 1 };
    long[] bcoef6 = { 1, 6, 15, 20, 15, 6, 1 };
    for (int i = 0; i < 6; i++) {
        assertEquals(""5 choose "" + i, bcoef5[i], MathUtils.binomialCoefficient(5, i));
    }
    for (int i = 0; i < 7; i++) {
        assertEquals(""6 choose "" + i, bcoef6[i], MathUtils.binomialCoefficient(6, i));
    }
    for (int n = 1; n < 10; n++) {
        for (int k = 0; k <= n; k++) {
            assertEquals(n + "" choose "" + k, binomialCoefficient(n, k), MathUtils.binomialCoefficient(n, k));
            assertEquals(n + "" choose "" + k, (double) binomialCoefficient(n, k), MathUtils.binomialCoefficientDouble(n, k), Double.MIN_VALUE);
            assertEquals(n + "" choose "" + k, Math.log((double) binomialCoefficient(n, k)), MathUtils.binomialCoefficientLog(n, k), 10E-12);
        }
    }
/* 
       * Takes a long time for recursion to unwind, but succeeds 
       * and yields exact value = 2,333,606,220
        
        assertEquals(MathUtils.binomialCoefficient(34,17),
            binomialCoefficient(34,17));
       */
}",
98,162,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testBinomialCoefficientFail,116,,,"{
    try {
        long x = MathUtils.binomialCoefficient(0, 0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        long x = MathUtils.binomialCoefficient(4, 5);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.binomialCoefficientDouble(0, 0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.binomialCoefficientDouble(4, 5);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.binomialCoefficientLog(0, 0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.binomialCoefficientLog(4, 5);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        long x = MathUtils.binomialCoefficient(67, 34);
        fail(""expecting ArithmeticException"");
    } catch (ArithmeticException ex) {
        ;
    }
    double x = MathUtils.binomialCoefficientDouble(1030, 515);
    assertTrue(""expecting infinite binomial coefficient"", Double.isInfinite(x));
}",
154,172,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testFactorial,164,,,"{
    for (int i = 1; i < 10; i++) {
        assertEquals(i + ""! "", factorial(i), MathUtils.factorial(i));
        assertEquals(i + ""! "", (double) factorial(i), MathUtils.factorialDouble(i), Double.MIN_VALUE);
        assertEquals(i + ""! "", Math.log((double) factorial(i)), MathUtils.factorialLog(i), 10E-12);
    }
}",
154,202,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testFactorialFail,174,,,"{
    try {
        long x = MathUtils.factorial(0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.factorialDouble(0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.factorialLog(0);
        fail(""expecting IllegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
    try {
        double x = MathUtils.factorial(21);
        fail(""expecting ArithmeticException"");
    } catch (ArithmeticException ex) {
        ;
    }
    assertTrue(""expecting infinite factorial value"", Double.isInfinite(MathUtils.factorialDouble(171)));
}",
209,217,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,205,binomialCoefficient,208,"
     * Exact recursive implementation to test against
     ",,"{
    if ((n == k) || (k == 0)) {
        return 1;
    }
    if ((k == 1) || (k == n - 1)) {
        return n;
    }
    return binomialCoefficient(n - 1, k - 1) + binomialCoefficient(n - 1, k);
}",
226,260,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,findBinomialLimits,229,,,"{
    /**
     * will kick out 66 as the limit for long
     */
    boolean foundLimit = false;
    int test = 10;
    while (!foundLimit) {
        try {
            double x = MathUtils.binomialCoefficient(test, test / 2);
        } catch (ArithmeticException ex) {
            foundLimit = true;
            System.out.println(""largest n for binomialCoefficient = "" + (test - 1));
        }
        test++;
    }
    /**
     * will kick out 1029 as the limit for double
     */
    foundLimit = false;
    test = 10;
    while (!foundLimit) {
        double x = MathUtils.binomialCoefficientDouble(test, test / 2);
        if (Double.isInfinite(x)) {
            foundLimit = true;
            System.out.println(""largest n for binomialCoefficientD = "" + (test - 1));
        }
        test++;
    }
}",
226,303,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,findFactorialLimits,272,,,"{
    /**
     * will kick out 20 as the limit for long
     */
    boolean foundLimit = false;
    int test = 10;
    while (!foundLimit) {
        try {
            double x = MathUtils.factorial(test);
        } catch (ArithmeticException ex) {
            foundLimit = true;
            System.out.println(""largest n for factorial = "" + (test - 1));
        }
        test++;
    }
    /**
     * will kick out 170 as the limit for double
     */
    foundLimit = false;
    test = 10;
    while (!foundLimit) {
        double x = MathUtils.factorialDouble(test);
        if (Double.isInfinite(x)) {
            foundLimit = true;
            System.out.println(""largest n for factorialDouble = "" + (test - 1));
        }
        test++;
    }
}",
1,315,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,306,factorial,309,"
     * Exact direct multiplication implementation to test against
     ",,"{
    long result = 1;
    for (int i = 2; i <= n; i++) {
        result *= i;
    }
    return result;
}",
1,322,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignDouble,318,,,"{
    double delta = 0.0;
    assertEquals(1.0, MathUtils.sign(2.0), delta);
    assertEquals(-1.0, MathUtils.sign(-2.0), delta);
}",
1,329,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignFloat,325,,,"{
    float delta = 0.0F;
    assertEquals(1.0F, MathUtils.sign(2.0F), delta);
    assertEquals(-1.0F, MathUtils.sign(-2.0F), delta);
}",
1,335,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignByte,332,,,"{
    assertEquals((byte) 1, MathUtils.sign((byte) 2));
    assertEquals((byte) (-1), MathUtils.sign((byte) (-2)));
}",
1,341,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignShort,338,,,"{
    assertEquals((short) 1, MathUtils.sign((short) 2));
    assertEquals((short) (-1), MathUtils.sign((short) (-2)));
}",
1,347,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignInt,344,,,"{
    assertEquals((int) 1, MathUtils.sign((int) (2)));
    assertEquals((int) (-1), MathUtils.sign((int) (-2)));
}",
1,353,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/MathUtilsTest.java,,testSignLong,350,,,"{
    assertEquals(1L, MathUtils.sign(2L));
    assertEquals(-1L, MathUtils.sign(-2L));
}",
92,95,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,,RealMatrixImplTest,93,,,"{
    super(name);
}",
98,99,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,,setUp,97,,,"{
}",
98,105,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,,suite,101,,,"{
    TestSuite suite = new TestSuite(RealMatrixImplTest.class);
    suite.setName(""RealMatrixImpl Tests"");
    return suite;
}",
98,117,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,107,testDimensions,108, test dimensions ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl m2 = new RealMatrixImpl(testData2);
    assertEquals(""testData row dimension"", 3, m.getRowDimension());
    assertEquals(""testData column dimension"", 3, m.getColumnDimension());
    assertTrue(""testData is square"", m.isSquare());
    assertEquals(""testData2 row dimension"", m2.getRowDimension(), 2);
    assertEquals(""testData2 column dimension"", m2.getColumnDimension(), 3);
    assertTrue(""testData2 is not square"", !m2.isSquare());
}",
118,134,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,119,testCopyFunctions,120, test copy functions ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl m2 = new RealMatrixImpl(testData2);
    m2.setData(m.getData());
    assertClose(""getData"", m2, m, entryTolerance);
    // no dangling reference...
    m2.setEntry(1, 1, 2000d);
    RealMatrixImpl m3 = new RealMatrixImpl(testData);
    assertClose(""no getData side effect"", m, m3, entryTolerance);
    m3 = (RealMatrixImpl) m.copy();
    double[][] stompMe = { { 1d, 2d, 3d } };
    m3.setDataRef(stompMe);
    assertClose(""no copy side effect"", m, new RealMatrixImpl(testData), entryTolerance);
}",
138,149,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,136,testAdd,137, test add ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl mInv = new RealMatrixImpl(testDataInv);
    RealMatrixImpl mPlusMInv = (RealMatrixImpl) m.add(mInv);
    double[][] sumEntries = mPlusMInv.getData();
    for (int row = 0; row < m.getRowDimension(); row++) {
        for (int col = 0; col < m.getColumnDimension(); col++) {
            assertEquals(""sum entry entry"", testDataPlusInv[row][col], sumEntries[row][col], entryTolerance);
        }
    }
}",
138,161,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,151,testAddFail,152, test add failure ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl m2 = new RealMatrixImpl(testData2);
    try {
        RealMatrixImpl mPlusMInv = (RealMatrixImpl) m.add(m2);
        fail(""IllegalArgumentException expected"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
154,169,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,163,testNorm,164, test norm ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl m2 = new RealMatrixImpl(testData2);
    assertEquals(""testData norm"", 14d, m.getNorm(), entryTolerance);
    assertEquals(""testData2 norm"", 7d, m2.getNorm(), entryTolerance);
}",
154,183,111_e3ea7f7638a18820580408e7a412ec78c33d0144/src/test/org/apache/commons/math/RealMatrixImplTest.java,171,testPlusMinus,172, test m-n = m + -n ,,"{
    RealMatrixImpl m = new RealMatrixImpl(testData);
    RealMatrixImpl m2 = new RealMatrixImpl(testDataInv);
    assertClose(""m-n = m + -n"", m.subtract(m2), m2.scalarMultiply(-1d).add(m), entryTolerance);
    try {
        RealMatrix a = m.subtract(new RealMatrixImpl(testData2));
        fail(""Expecting illegalArgumentException"");
    } catch (IllegalArgumentException ex) {
        ;
    }
}",
